gateway-1  | 
gateway-1  | 2026-05-01T04:45:42.458Z DEBUG 1 --- [gateway] [     parallel-2] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", sec-ch-ua-platform:""Windows"", Upgrade-Insecure-Requests:"1", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept:"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"navigate", Sec-Fetch-User:"?1", Sec-Fetch-Dest:"document", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:42.459Z DEBUG 1 --- [gateway] [     parallel-2] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='oauth2-server', spring.cloud.gateway.route.uri='lb://auth-server'], highCardinalityKeyValues=[http.uri='https://localhost:8443/oauth2/authorize?response_type=code&client_id=writer&redirect_uri=https%3A%2F%2Flocalhost%3A8443%2Fopenapi%2Fswagger-ui%2Foauth2-redirect.html&scope=product%3Aread%20product%3Awrite&state=RnJpIE1heSAwMSAyMDI2IDEwOjE2OjU4IEdNVCswNTMwIChJbmRpYSBTdGFuZGFyZCBUaW1lKQ%3D%3D&code_challenge=fMB5Ih7gtemgBrDXUe1j272b2EEefm-ERAa0ES_BABM&code_challenge_method=S256'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@34bddaa3', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=2.086E-4, duration(nanos)=208600.0, startTimeNanos=11184767048279}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@379607f1} created for the request. New headers are [Host:"localhost:8443", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", sec-ch-ua-platform:""Windows"", Upgrade-Insecure-Requests:"1", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept:"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"navigate", Sec-Fetch-User:"?1", Sec-Fetch-Dest:"document", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:42.462Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: 98db3e4c, inbound: [dd123ccc-13] 
gateway-1  | 2026-05-01T04:45:42.475Z DEBUG 1 --- [gateway] [or-http-epoll-8] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:42.475Z DEBUG 1 --- [gateway] [or-http-epoll-8] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='oauth2-server', spring.cloud.gateway.route.uri='lb://auth-server'], highCardinalityKeyValues=[http.uri='https://localhost:8443/oauth2/authorize?response_type=code&client_id=writer&redirect_uri=https%3A%2F%2Flocalhost%3A8443%2Fopenapi%2Fswagger-ui%2Foauth2-redirect.html&scope=product%3Aread%20product%3Awrite&state=RnJpIE1heSAwMSAyMDI2IDEwOjE2OjU4IEdNVCswNTMwIChJbmRpYSBTdGFuZGFyZCBUaW1lKQ%3D%3D&code_challenge=fMB5Ih7gtemgBrDXUe1j272b2EEefm-ERAa0ES_BABM&code_challenge_method=S256'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@34bddaa3', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.016877999, duration(nanos)=1.6877999E7, startTimeNanos=11184767048279}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@379607f1}
gateway-1  | 2026-05-01T04:45:42.476Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 98db3e4c, outbound: [dd123ccc-13] 
gateway-1  | 2026-05-01T04:45:42.476Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=302),tag(outcome=REDIRECTION),tag(routeId=oauth2-server),tag(routeUri=lb://auth-server),tag(status=FOUND)]
gateway-1  | 2026-05-01T04:45:42.489Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:42.491Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/oauth2/**]" does not match against value "/openapi/swagger-ui/oauth2-redirect.html"
gateway-1  | 2026-05-01T04:45:42.491Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/login/**]" does not match against value "/openapi/swagger-ui/oauth2-redirect.html"
gateway-1  | 2026-05-01T04:45:42.492Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/error/**]" does not match against value "/openapi/swagger-ui/oauth2-redirect.html"
gateway-1  | 2026-05-01T04:45:42.492Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/.well-known/**]" does not match against value "/openapi/swagger-ui/oauth2-redirect.html"
gateway-1  | 2026-05-01T04:45:42.492Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/product-composite/**]" does not match against value "/openapi/swagger-ui/oauth2-redirect.html"
gateway-1  | 2026-05-01T04:45:42.492Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/openapi/**" matches against value "/openapi/swagger-ui/oauth2-redirect.html"
gateway-1  | 2026-05-01T04:45:42.493Z DEBUG 1 --- [gateway] [     parallel-3] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: product-composite-swagger-ui
gateway-1  | 2026-05-01T04:45:42.493Z DEBUG 1 --- [gateway] [     parallel-3] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: GET https://localhost:8443/openapi/swagger-ui/oauth2-redirect.html?code=NODd-xtqYiik2IxCd5nEdIBGizSE-EeDrUfqiNioPNZXybmVXdkDBpvgzcoQKPHIAb1dAq90wSLPP4I8fGpJle481VfrvPPxWB9akNsZntLY4Bqin2hmkmqnGaeS_XFA&state=RnJpIE1heSAwMSAyMDI2IDEwOjE2OjU4IEdNVCswNTMwIChJbmRpYSBTdGFuZGFyZCBUaW1lKQ%3D%3D] to Route{id='product-composite-swagger-ui', uri=lb://product-composite-service, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/openapi/**], match trailing slash: true), gatewayFilters=[], metadata={}}
gateway-1  | 2026-05-01T04:45:42.493Z DEBUG 1 --- [gateway] [     parallel-3] o.s.c.g.h.RoutePredicateHandlerMapping   : [dd123ccc-14] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
gateway-1  | 2026-05-01T04:45:42.493Z DEBUG 1 --- [gateway] [     parallel-3] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
gateway-1  | 2026-05-01T04:45:42.494Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:45:42.494Z TRACE 1 --- [gateway] [     parallel-3] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://product-composite-service/openapi/swagger-ui/oauth2-redirect.html?code=NODd-xtqYiik2IxCd5nEdIBGizSE-EeDrUfqiNioPNZXybmVXdkDBpvgzcoQKPHIAb1dAq90wSLPP4I8fGpJle481VfrvPPxWB9akNsZntLY4Bqin2hmkmqnGaeS_XFA&state=RnJpIE1heSAwMSAyMDI2IDEwOjE2OjU4IEdNVCswNTMwIChJbmRpYSBTdGFuZGFyZCBUaW1lKQ%3D%3D
gateway-1  | 2026-05-01T04:45:42.495Z TRACE 1 --- [gateway] [     parallel-3] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://aa3da043a6fa:8080/openapi/swagger-ui/oauth2-redirect.html?code=NODd-xtqYiik2IxCd5nEdIBGizSE-EeDrUfqiNioPNZXybmVXdkDBpvgzcoQKPHIAb1dAq90wSLPP4I8fGpJle481VfrvPPxWB9akNsZntLY4Bqin2hmkmqnGaeS_XFA&state=RnJpIE1heSAwMSAyMDI2IDEwOjE2OjU4IEdNVCswNTMwIChJbmRpYSBTdGFuZGFyZCBUaW1lKQ%3D%3D
gateway-1  | 2026-05-01T04:45:42.496Z DEBUG 1 --- [gateway] [     parallel-3] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", Upgrade-Insecure-Requests:"1", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept:"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"navigate", Sec-Fetch-User:"?1", Sec-Fetch-Dest:"document", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", sec-ch-ua-platform:""Windows"", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:42.497Z DEBUG 1 --- [gateway] [     parallel-3] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/oauth2-redirect.html?code=NODd-xtqYiik2IxCd5nEdIBGizSE-EeDrUfqiNioPNZXybmVXdkDBpvgzcoQKPHIAb1dAq90wSLPP4I8fGpJle481VfrvPPxWB9akNsZntLY4Bqin2hmkmqnGaeS_XFA&state=RnJpIE1heSAwMSAyMDI2IDEwOjE2OjU4IEdNVCswNTMwIChJbmRpYSBTdGFuZGFyZCBUaW1lKQ%3D%3D'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@78d78773', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=1.458E-4, duration(nanos)=145800.0, startTimeNanos=11184805621978}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@1a6731f8} created for the request. New headers are [Host:"localhost:8443", Upgrade-Insecure-Requests:"1", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept:"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"navigate", Sec-Fetch-User:"?1", Sec-Fetch-Dest:"document", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", sec-ch-ua-platform:""Windows"", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:42.499Z TRACE 1 --- [gateway] [or-http-epoll-4] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: 5934ca7c, inbound: [dd123ccc-14] 
gateway-1  | 2026-05-01T04:45:42.512Z DEBUG 1 --- [gateway] [or-http-epoll-4] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:42.512Z DEBUG 1 --- [gateway] [or-http-epoll-4] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/oauth2-redirect.html?code=NODd-xtqYiik2IxCd5nEdIBGizSE-EeDrUfqiNioPNZXybmVXdkDBpvgzcoQKPHIAb1dAq90wSLPP4I8fGpJle481VfrvPPxWB9akNsZntLY4Bqin2hmkmqnGaeS_XFA&state=RnJpIE1heSAwMSAyMDI2IDEwOjE2OjU4IEdNVCswNTMwIChJbmRpYSBTdGFuZGFyZCBUaW1lKQ%3D%3D'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@78d78773', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.015333799, duration(nanos)=1.5333799E7, startTimeNanos=11184805621978}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@1a6731f8}
gateway-1  | 2026-05-01T04:45:42.513Z TRACE 1 --- [gateway] [or-http-epoll-4] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 5934ca7c, outbound: [dd123ccc-14] 
gateway-1  | 2026-05-01T04:45:42.514Z TRACE 1 --- [gateway] [or-http-epoll-4] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:42.585Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:42.586Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/oauth2/**]" does not match against value "/openapi/swagger-ui/oauth2-redirect.js"
gateway-1  | 2026-05-01T04:45:42.587Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/login/**]" does not match against value "/openapi/swagger-ui/oauth2-redirect.js"
gateway-1  | 2026-05-01T04:45:42.587Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/error/**]" does not match against value "/openapi/swagger-ui/oauth2-redirect.js"
gateway-1  | 2026-05-01T04:45:42.587Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/.well-known/**]" does not match against value "/openapi/swagger-ui/oauth2-redirect.js"
gateway-1  | 2026-05-01T04:45:42.588Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/product-composite/**]" does not match against value "/openapi/swagger-ui/oauth2-redirect.js"
gateway-1  | 2026-05-01T04:45:42.588Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/openapi/**" matches against value "/openapi/swagger-ui/oauth2-redirect.js"
gateway-1  | 2026-05-01T04:45:42.588Z DEBUG 1 --- [gateway] [     parallel-4] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: product-composite-swagger-ui
gateway-1  | 2026-05-01T04:45:42.588Z DEBUG 1 --- [gateway] [     parallel-4] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: GET https://localhost:8443/openapi/swagger-ui/oauth2-redirect.js] to Route{id='product-composite-swagger-ui', uri=lb://product-composite-service, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/openapi/**], match trailing slash: true), gatewayFilters=[], metadata={}}
gateway-1  | 2026-05-01T04:45:42.588Z DEBUG 1 --- [gateway] [     parallel-4] o.s.c.g.h.RoutePredicateHandlerMapping   : [dd123ccc-15] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
gateway-1  | 2026-05-01T04:45:42.589Z DEBUG 1 --- [gateway] [     parallel-4] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
